PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Age_Missing,Deck
855,1,1,"Johnson, Mr. Edward",male,14.821058883082626,0,0,431607,6.4709,,S,0,U
856,1,1,"Thompson, Mr. Robert",male,28.607194141219725,0,0,990795,30.5586,D87,S,1,D
857,1,1,"Anderson, Mr. Robert",male,18.231496015424987,1,1,776230,16.4878,,S,0,U
858,0,3,"Brown, Miss. Anna",female,6.802756370785048,1,0,12526,7.5727,,S,0,U
859,0,3,"Thomas, Mr. John",male,27.96648188043016,0,0,952190,21.5304,,Q,0,U
860,0,1,"Anderson, Major. John",male,25.5121658446334,0,0,869771,56.014,,S,0,U
861,0,3,"Harris, Mr. Arthur",male,12.200109120248095,1,0,278718,2.5345,,S,0,U
862,1,3,"Davis, Mr. Edward",male,28.607194141219725,0,0,280877,14.8131,,S,1,U
863,0,3,"Brown, Mr. Arthur",male,13.783996050875938,0,0,322434,15.019,A81,S,0,A
864,1,2,"Anderson, Lady. Emma",female,15.245651718653438,0,0,344937,9.8295,D70,S,0,D
865,1,2,"Thomas, Mrs. Mary",female,17.2060930842053,0,2,46051,14.9395,B96,S,0,B
866,1,3,"Johnson, Miss. Anna",female,45.4761367038337,0,1,25909,14.2046,,C,0,U
867,0,1,"Miller, Mr. Arthur",male,53.58087922574973,1,0,492898,121.2993,,S,0,U
868,1,1,"Taylor, Mr. Edward",male,44.00030401129951,0,0,87338,51.5564,,S,0,U
869,0,3,"Moore, Mr. George",male,53.76405053871478,0,0,869864,6.6562,,S,0,U
870,0,3,"Martin, Mr. Joseph",male,20.46763933688942,0,0,530551,28.3004,,S,0,U
871,1,2,"Garcia, Mrs. Ethel",female,23.753384140147567,0,0,300277,17.2597,,S,0,U
872,1,2,"Martin, Mr. Arthur",male,0.5,1,0,716931,22.4943,,S,0,U
873,0,3,"Johnson, Mr. Joseph",male,26.054766670385863,0,0,613350,18.1869,,S,0,U
874,1,2,"Thomas, Mr. Arthur",male,31.37897687234553,2,1,191980,2.1311,,S,0,U
875,0,1,"Johnson, Mr. Robert",male,32.15667308782481,0,0,414494,83.0737,,Q,0,U
876,1,1,"Johnson, Mrs. Florence",female,38.2351925734048,0,1,383690,1.7142,,S,0,U
877,0,3,"Johnson, Mr. James",male,30.93229600452335,1,0,585746,11.9538,,S,0,U
878,1,3,"Harris, Dr. Charles",male,0.5,0,0,991769,23.985,,S,0,U
879,0,1,"Davis, Mr. Arthur",male,33.58710570514769,0,0,984286,34.0766,,S,0,U
880,0,1,"White, Mr. James",male,36.76815848702054,1,0,851847,0.71662,C55,S,0,C
881,1,1,"White, Miss. Rose",female,27.18599435803201,0,0,756447,166.79919000000012,,S,0,U
882,0,3,"Thomas, Mrs. Helen",female,21.835646257984067,1,0,850592,3.8235,F55,S,0,F
883,1,1,"Brown, Lady. Helen",female,30.459642945165054,4,0,326543,9.0711,,S,0,U
884,1,1,"White, Miss. Florence",female,7.278471512297109,0,0,821730,164.9516,,C,0,U
885,0,3,"Smith, Mr. Charles",male,28.607194141219725,0,0,241946,3.5082,,S,1,U
886,1,1,"Garcia, Miss. Margaret",female,0.5,0,2,687551,166.2457,,S,0,U
887,1,3,"Jackson, Mr. George",male,28.607194141219725,0,0,460180,15.1927,,S,1,U
888,1,1,"Brown, Mr. William",male,29.516694802361645,1,0,174164,148.1979,,C,0,U
889,1,1,"White, Mrs. Helen",female,28.607194141219725,1,0,99407,93.3033,,S,1,U
890,1,2,"Thomas, Mr. Robert",male,48.474899271412056,0,0,216329,30.797,,S,0,U
891,1,3,"White, Mrs. Mary",female,28.607194141219725,0,0,507165,5.6524,,C,1,U
